sample	country	site
PT0300-C	Malawi	Zomba

PT0300-Cx	Malawi	Zomba

PT0301-C	Malawi	Zomba

PT0301-Cx	Malawi	Zomba

PT0302-C	Malawi	Zomba

PT0302-Cx	Malawi	Zomba

PT0303-C	Malawi	Zomba

PT0303-Cx	Malawi	Zomba

PT0304-C	Malawi	Zomba

PT0304-Cx	Malawi	Zomba

PV0243-Cx2	Vietnam	PhuocLong

PV0244-C	Vietnam	PhuocLong

PV0245-Cx2	Vietnam	PhuocLong

PV0246-C	Vietnam	BuGiaMap

PV0247-Cx2	Vietnam	PhuocLong

PV0248-C	Vietnam	BuGiaMap

PV0249-Cx	Vietnam	PhuocLong

PV0250-C	Vietnam	BuGiaMap

PV0251-C	Vietnam	BuGiaMap

PV0252-C	Vietnam	PhuocLong

PV0253-C	Vietnam	BuGiaMap

PV0254-C	Vietnam	BuGiaMap

PV0256-C	Vietnam	BuGiaMap

PV0257-C	Vietnam	BuGiaMap

PV0258-C	Vietnam	BuGiaMap

PV0259-C	Vietnam	PhuocLong

PV0261-C	Vietnam	BuGiaMap

PV0262-C	Vietnam	BuGiaMap

PV0263-C	Vietnam	BuGiaMap

PV0264-C	Vietnam	PhuocLong

PV0265-C	Vietnam	BuGiaMap

PV0266-C	Vietnam	BuGiaMap

PV0267-C	Vietnam	BuGiaMap

PV0268-C	Vietnam	BuGiaMap

PV0269-C	Vietnam	BuGiaMap

PV0270-C	Vietnam	BuGiaMap

PV0271-C	Vietnam	BuGiaMap

PV0272-C	Vietnam	BuGiaMap

PV0273-C	Vietnam	BuGiaMap

PV0274-C	Vietnam	BuDang

PV0276-C	Vietnam	PhuocLong

PV0277-C	Vietnam	BuGiaMap

PV0278-C	Vietnam	BuGiaMap

PV0279-C	Vietnam	BuGiaMap

PV0280-C	Vietnam	BuGiaMap

PV0281-C	Vietnam	BuGiaMap

PV0282-C	Vietnam	BuGiaMap

PV0283-C	Vietnam	BuGiaMap

PV0284-C	Vietnam	PhuocLong

PV0285-C	Vietnam	PhuocLong

PV0286-C	Vietnam	PhuocLong

PV0287-C	Vietnam	PhuocLong

PV0288-C	Vietnam	PhuocLong

PV0289-C	Vietnam	BuGiaMap

PV0290-C	Vietnam	PhuocLong

PV0291-C	Vietnam	BuGiaMap

PV0292-C	Vietnam	BuGiaMap

PV0293-C	Vietnam	BuGiaMap

PV0294-C	Vietnam	BuGiaMap

PV0295-C	Vietnam	BuGiaMap

PV0296-C	Vietnam	BuGiaMap

PV0297-C	Vietnam	PhuocLong

PV0298-C	Vietnam	BuGiaMap

PV0299-C	Vietnam	BuGiaMap

PV0300-C	Vietnam	PhuocLong

PV0301-C	Vietnam	BuGiaMap

PV0302-C	Vietnam	BuGiaMap

PV0303-C	Vietnam	BuGiaMap

PV0304-C	Vietnam	BuGiaMap

PV0305-C	Vietnam	BuGiaMap

PV0306-C	Vietnam	PhuocLong

PV0308-Cx	Vietnam	PhuocLong

PV0309-C	Vietnam	BuGiaMap

PV0310-C	Vietnam	BuGiaMap

PV0311-C	Vietnam	BuGiaMap

PV0312-C	Vietnam	BuGiaMap

PV0313-C	Vietnam	BuGiaMap

PV0314-C	Vietnam	BuGiaMap

PV0315-Cx	Vietnam	PhuocLong

PV0317-C	Vietnam	BuGiaMap

PV0318-C	Vietnam	BuGiaMap

PV0319-C	Vietnam	BuGiaMap

PV0320-C	Vietnam	BuGiaMap

PV0321-C	Vietnam	BuGiaMap

PV0322-C	Vietnam	BuGiaMap

PV0323-C	Vietnam	BuGiaMap

PV0324-C	Vietnam	BuGiaMap

PV0325-C	Vietnam	BuGiaMap

PV0326-C	Vietnam	BuGiaMap

PV0327-C	Vietnam	BuGiaMap

PV0328-C	Vietnam	BuGiaMap

PV0329-C	Vietnam	BuGiaMap

PV0330-C	Vietnam	BuGiaMap

PV0331-Cx	Vietnam	PhuocLong

PV0333-C	Vietnam	PhuocLong

PV0335-C	Vietnam	BuGiaMap

PV0336-C	Vietnam	BuGiaMap

PV0337-C	Vietnam	PhuocLong

PV0338-C	Vietnam	PhuocLong

PV0339-C	Vietnam	PhuocLong

PV0340-C	Vietnam	PhuocLong

PV0343-C	Vietnam	PhuocLong

PV0344-C	Vietnam	PhuocLong

PV0345-C	Vietnam	PhuocLong

PV0347-C	Vietnam	PhuocLong

PV0355-C	Vietnam	PhuocLong

PV0358-C	Vietnam	PhuocLong

QC0164-C	Myanmar	BagoDivision

QC0165-C	Myanmar	BagoDivision

QC0166-C	Myanmar	BagoDivision

QC0167-C	Myanmar	BagoDivision

QC0168-C	Myanmar	BagoDivision

QC0169-C	Myanmar	BagoDivision

QC0170-C	Myanmar	BagoDivision

QC0171-C	Myanmar	BagoDivision

QC0172-C	Myanmar	BagoDivision

QC0173-C	Myanmar	BagoDivision

QC0174-C	Myanmar	BagoDivision

QC0175-C	Myanmar	BagoDivision

QC0176-C	Myanmar	BagoDivision

QC0177-C	Myanmar	BagoDivision

QC0178-C	Myanmar	BagoDivision

QC0179-C	Myanmar	BagoDivision

QC0180-C	Myanmar	BagoDivision

QC0182-C	Myanmar	BagoDivision

QC0183-C	Myanmar	BagoDivision

QC0184-C	Myanmar	BagoDivision

QC0185-C	Myanmar	BagoDivision

QC0186-C	Myanmar	BagoDivision

QC0187-C	Myanmar	BagoDivision

QC0188-C	Myanmar	BagoDivision

QC0189-C	Myanmar	BagoDivision

QC0193-C	Myanmar	BagoDivision

QC0194-C	Myanmar	BagoDivision

QC0195-C	Myanmar	BagoDivision

QC0196-C	Myanmar	BagoDivision

QC0198-C	Myanmar	BagoDivision

QC0199-C	Myanmar	BagoDivision

QC0200-C	Myanmar	BagoDivision

QC0201-C	Myanmar	BagoDivision

QC0204-C	Myanmar	BagoDivision

QC0205-C	Myanmar	BagoDivision

QC0206-C	Myanmar	BagoDivision

QC0207-C	Myanmar	BagoDivision

QC0209-C	Myanmar	BagoDivision

QC0210-C	Myanmar	BagoDivision

QC0211-C	Myanmar	BagoDivision

QC0212-C	Myanmar	BagoDivision

QC0213-C	Myanmar	BagoDivision

QC0214-C	Myanmar	BagoDivision

QC0215-C	Myanmar	BagoDivision

QC0219-C	Myanmar	BagoDivision

QC0220-C	Myanmar	BagoDivision

QC0221-C	Myanmar	BagoDivision

QC0222-C	Myanmar	BagoDivision

QC0223-C	Myanmar	BagoDivision

QC0225-C	Myanmar	BagoDivision

QC0227-C	Myanmar	BagoDivision

QC0228-C	Myanmar	BagoDivision

QC0229-C	Myanmar	BagoDivision

QC0230-C	Myanmar	BagoDivision

QC0231-C	Myanmar	BagoDivision

QC0232-C	Myanmar	BagoDivision

QC0233-C	Myanmar	BagoDivision

QC0235-C	Myanmar	BagoDivision

QC0239-C	Myanmar	BagoDivision

QC0242-C	Myanmar	BagoDivision

QE0392-C	Laos	Attapeu

QE0393-Cx	Laos	Attapeu

QE0395-C	Laos	Attapeu

QE0396-C	Laos	Attapeu

QE0397-C	Laos	Attapeu

QE0398-C	Laos	Attapeu

QE0399-C	Laos	Attapeu

QE0400-C	Laos	Attapeu

QE0401-C	Laos	Attapeu

QE0402-C	Laos	Attapeu

QE0403-Cx	Laos	Attapeu

QE0404-C	Laos	Attapeu

QE0405-Cx	Laos	Attapeu

QE0407-C	Laos	Attapeu

QE0408-C	Laos	Attapeu

QE0409-C	Laos	Attapeu

QE0410-C	Laos	Attapeu

QE0411-C	Laos	Attapeu

QE0412-C	Laos	Attapeu

QE0413-C	Laos	Attapeu

QE0414-C	Laos	Attapeu

QE0415-C	Laos	Attapeu

QE0416-C	Laos	Attapeu

QE0417-C	Laos	Attapeu

QE0418-C	Laos	Attapeu

QE0419-C	Laos	Attapeu

QE0420-C	Laos	Attapeu

QE0421-C	Laos	Attapeu

QE0422-C	Laos	Attapeu

QE0423-C	Laos	Attapeu

QE0424-C	Laos	Attapeu

QE0425-C	Laos	Attapeu

QE0426-C	Laos	Attapeu

QE0427-C	Laos	Attapeu

QE0428-C	Laos	Attapeu

QE0429-C	Laos	Attapeu

QE0430-C	Laos	Attapeu

QE0431-C	Laos	Attapeu

QE0432-C	Laos	Attapeu

QE0433-C	Laos	Attapeu

QE0434-C	Laos	Attapeu

QE0435-C	Laos	Attapeu

QE0436-C	Laos	Attapeu

QE0437-C	Laos	Attapeu

QE0438-C	Laos	Attapeu

QE0439-C	Laos	Attapeu

QE0440-C	Laos	Attapeu

QE0441-C	Laos	Attapeu

QE0442-C	Laos	Attapeu

QE0443-C	Laos	Attapeu

QE0444-C	Laos	Attapeu

QE0445-C	Laos	Attapeu

QE0446-C	Laos	Attapeu

QE0447-C	Laos	Attapeu

QE0448-C	Laos	Attapeu

QE0449-C	Laos	Attapeu

QE0451-C	Laos	Attapeu

QE0452-C	Laos	Attapeu

QE0453-C	Laos	Attapeu

QE0454-C	Laos	Attapeu

QE0455-C	Laos	Attapeu

QE0456-C	Laos	Attapeu

QE0457-C	Laos	Attapeu

QE0458-C	Laos	Attapeu

QE0459-C	Laos	Attapeu

QE0460-C	Laos	Attapeu

QE0461-C	Laos	Attapeu

QE0463-C	Laos	Attapeu

QE0464-C	Laos	Attapeu

QE0465-C	Laos	Attapeu

QE0466-C	Laos	Attapeu

QE0467-C	Laos	Attapeu

QE0468-C	Laos	Attapeu

QE0469-C	Laos	Attapeu

QE0470-C	Laos	Attapeu

QE0471-C	Laos	Attapeu

QE0472-C	Laos	Attapeu

QE0473-C	Laos	Attapeu

QE0474-C	Laos	Attapeu

QE0475-C	Laos	Attapeu

QE0476-C	Laos	Attapeu

QE0478-C	Laos	Attapeu

QE0479-C	Laos	Attapeu

QE0481-C	Laos	Attapeu

QE0483-C	Laos	Attapeu

QG0182-C	DRoftheCongo	Kinshasa

QG0183-C	DRoftheCongo	Kinshasa

QG0184-C	DRoftheCongo	Kinshasa

QG0185-C	DRoftheCongo	Kinshasa

QG0186-C	DRoftheCongo	Kinshasa

QG0187-C	DRoftheCongo	Kinshasa

QG0188-C	DRoftheCongo	Kinshasa

QG0189-C	DRoftheCongo	Kinshasa

QG0190-C	DRoftheCongo	Kinshasa

QG0191-C	DRoftheCongo	Kinshasa

QG0192-C	DRoftheCongo	Kinshasa

QG0193-C	DRoftheCongo	Kinshasa

QG0194-C	DRoftheCongo	Kinshasa

QG0195-C	DRoftheCongo	Kinshasa

QG0196-C	DRoftheCongo	Kinshasa

QG0197-C	DRoftheCongo	Kinshasa

QG0198-C	DRoftheCongo	Kinshasa

QG0200-C	DRoftheCongo	Kinshasa

QG0201-C	DRoftheCongo	Kinshasa

QG0202-C	DRoftheCongo	Kinshasa

QG0203-C	DRoftheCongo	Kinshasa

QG0204-C	DRoftheCongo	Kinshasa

QG0205-C	DRoftheCongo	Kinshasa

QG0206-C	DRoftheCongo	Kinshasa

QG0207-C	DRoftheCongo	Kinshasa

QG0208-C	DRoftheCongo	Kinshasa

QG0209-C	DRoftheCongo	Kinshasa

QG0210-C	DRoftheCongo	Kinshasa

QG0211-C	DRoftheCongo	Kinshasa

QG0212-C	DRoftheCongo	Kinshasa

QG0213-C	DRoftheCongo	Kinshasa

QG0214-C	DRoftheCongo	Kinshasa

QG0215-C	DRoftheCongo	Kinshasa

QG0216-C	DRoftheCongo	Kinshasa

QG0217-C	DRoftheCongo	Kinshasa

QG0218-C	DRoftheCongo	Kinshasa

QG0219-C	DRoftheCongo	Kinshasa

QG0220-C	DRoftheCongo	Kinshasa

QG0221-C	DRoftheCongo	Kinshasa

QG0223-C	DRoftheCongo	Kinshasa

QG0224-C	DRoftheCongo	Kinshasa

QG0225-C	DRoftheCongo	Kinshasa

QG0226-C	DRoftheCongo	Kinshasa

QG0228-C	DRoftheCongo	Kinshasa

QG0229-C	DRoftheCongo	Kinshasa

QG0230-C	DRoftheCongo	Kinshasa

QG0231-C	DRoftheCongo	Kinshasa

QG0232-C	DRoftheCongo	Kinshasa

QG0233-C	DRoftheCongo	Kinshasa

QG0234-C	DRoftheCongo	Kinshasa

QG0235-C	DRoftheCongo	Kinshasa

QG0236-C	DRoftheCongo	Kinshasa

QG0237-C	DRoftheCongo	Kinshasa

QG0238-C	DRoftheCongo	Kinshasa

QG0239-C	DRoftheCongo	Kinshasa

QG0240-C	DRoftheCongo	Kinshasa

QG0241-C	DRoftheCongo	Kinshasa

QG0243-C	DRoftheCongo	Kinshasa

QG0244-C	DRoftheCongo	Kinshasa

QG0245-C	DRoftheCongo	Kinshasa

QG0246-C	DRoftheCongo	Kinshasa

QG0247-C	DRoftheCongo	Kinshasa

QG0248-C	DRoftheCongo	Kinshasa

QG0249-C	DRoftheCongo	Kinshasa

QG0250-C	DRoftheCongo	Kinshasa

QG0251-C	DRoftheCongo	Kinshasa

QG0252-C	DRoftheCongo	Kinshasa

QG0253-C	DRoftheCongo	Kinshasa

QG0254-C	DRoftheCongo	Kinshasa

QG0255-C	DRoftheCongo	Kinshasa

QG0256-C	DRoftheCongo	Kinshasa

QG0257-C	DRoftheCongo	Kinshasa

QG0258-C	DRoftheCongo	Kinshasa

QG0259-C	DRoftheCongo	Kinshasa

QG0260-C	DRoftheCongo	Kinshasa

QG0261-C	DRoftheCongo	Kinshasa

QG0262-C	DRoftheCongo	Kinshasa

QG0263-C	DRoftheCongo	Kinshasa

QG0264-C	DRoftheCongo	Kinshasa

QG0265-C	DRoftheCongo	Kinshasa

QG0266-C	DRoftheCongo	Kinshasa

QG0267-C	DRoftheCongo	Kinshasa

QG0268-C	DRoftheCongo	Kinshasa

QG0269-C	DRoftheCongo	Kinshasa

QG0270-C	DRoftheCongo	Kinshasa

QG0271-C	DRoftheCongo	Kinshasa

QG0273-C	DRoftheCongo	Kinshasa

QG0274-C	DRoftheCongo	Kinshasa

QG0275-C	DRoftheCongo	Kinshasa

QG0276-C	DRoftheCongo	Kinshasa

QG0277-C	DRoftheCongo	Kinshasa

QG0278-C	DRoftheCongo	Kinshasa

QG0279-C	DRoftheCongo	Kinshasa

QG0280-C	DRoftheCongo	Kinshasa

QG0281-C	DRoftheCongo	Kinshasa

QG0282-C	DRoftheCongo	Kinshasa

QG0284-C	DRoftheCongo	Kinshasa

QG0285-C	DRoftheCongo	Kinshasa

QG0286-C	DRoftheCongo	Kinshasa

QG0287-C	DRoftheCongo	Kinshasa

QG0288-C	DRoftheCongo	Kinshasa

QG0289-C	DRoftheCongo	Kinshasa

QG0290-C	DRoftheCongo	Kinshasa

QG0291-C	DRoftheCongo	Kinshasa

QG0292-C	DRoftheCongo	Kinshasa

QG0293-C	DRoftheCongo	Kinshasa

QG0294-C	DRoftheCongo	Kinshasa

QG0295-C	DRoftheCongo	Kinshasa

QG0296-C	DRoftheCongo	Kinshasa

QG0297-C	DRoftheCongo	Kinshasa

QG0298-C	DRoftheCongo	Kinshasa

QG0299-C	DRoftheCongo	Kinshasa

QG0300-C	DRoftheCongo	Kinshasa

QJ0001-C	Nigeria	Ilorin

QJ0002-C	Nigeria	Ilorin

QJ0003-C	Nigeria	Ilorin

QJ0004-C	Nigeria	Ilorin

QJ0005-C	Nigeria	Ilorin

SenP005-02	Senegal	Thies

SenP008-04	Senegal	Thies

SenP011-02	Senegal	Thies

SenP019-04	Senegal	Thies

SenP027-02	Senegal	Thies

SenP031-01	Senegal	Thies

SenP051-02	Senegal	Thies

SenP060-02	Senegal	Thies

SenT001-08	Senegal	Thies

SenT001-11	Senegal	Thies

SenT002-07	Senegal	Thies

SenT002-09	Senegal	Thies

SenT004-10	Senegal	Thies

SenT008-10	Senegal	Thies

SenT009-10	Senegal	Thies

SenT011-09	Senegal	Thies

SenT013-11	Senegal	Thies

SenT015-09	Senegal	Thies

SenT015-11	Senegal	Thies

SenT021-09	Senegal	Thies

SenT022-09	Senegal	Thies

SenT022-11	Senegal	Thies

SenT024-10	Senegal	Thies

SenT025-10	Senegal	Thies

SenT026-10	Senegal	Thies

SenT029-09	Senegal	Thies

SenT030-11	Senegal	Thies

SenT032-09	Senegal	Thies

SenT033-08	Senegal	Thies

SenT033-09	Senegal	Thies

SenT036-10	Senegal	Thies

SenT037-09	Senegal	Thies

SenT040-11	Senegal	Thies

SenT042-09	Senegal	Thies

SenT044-10	Senegal	Thies

SenT044-11	Senegal	Thies

SenT045-10	Senegal	Thies

SenT045-11	Senegal	Thies

SenT046-10	Senegal	Thies

SenT046-11	Senegal	Thies

SenT047-09	Senegal	Thies

SenT052-11	Senegal	Thies

SenT053-11	Senegal	Thies

SenT055-11	Senegal	Thies

SenT058-10	Senegal	Thies

SenT058-11	Senegal	Thies

SenT061-09	Senegal	Thies

SenT063-07	Senegal	Thies

SenT064-10	Senegal	Thies

SenT066-08	Senegal	Thies

SenT067-09	Senegal	Thies

SenT067-11	Senegal	Thies

SenT069-11	Senegal	Thies

SenT072-11	Senegal	Thies

SenT074-10	Senegal	Thies

SenT074-11	Senegal	Thies

SenT075-10	Senegal	Thies

SenT077-08	Senegal	Thies

SenT077-11	Senegal	Thies

SenT078-10	Senegal	Thies

SenT080-10	Senegal	Thies

SenT081-10	Senegal	Thies

SenT082-10	Senegal	Thies

SenT084-09	Senegal	Thies

SenT084-10	Senegal	Thies

SenT084-11	Senegal	Thies

SenT085-10	Senegal	Thies

SenT086-09	Senegal	Thies

SenT086-10	Senegal	Thies

SenT087-08	Senegal	Thies

SenT087-09	Senegal	Thies

SenT087-11	Senegal	Thies

SenT090-09	Senegal	Thies

SenT092-08	Senegal	Thies

SenT094-09	Senegal	Thies

SenT097-09	Senegal	Thies

SenT097-11	Senegal	Thies

SenT102-08	Senegal	Thies

SenT104-07	Senegal	Thies

SenT105-07	Senegal	Thies

SenT106-08	Senegal	Thies

SenT110-09	Senegal	Thies

SenT111-09	Senegal	Thies

SenT112-09	Senegal	Thies

SenT113-09	Senegal	Thies

SenT114-09	Senegal	Thies

SenT117-08	Senegal	Thies

SenT119-09	Senegal	Thies

SenT120-11	Senegal	Thies

SenT123-09	Senegal	Thies

SenT124-10	Senegal	Thies

SenT124-11	Senegal	Thies

SenT125-11	Senegal	Thies

SenT127-09	Senegal	Thies

SenT128-08	Senegal	Thies

SenT128-09	Senegal	Thies

SenT129-11	Senegal	Thies

SenT130-09	Senegal	Thies

SenT130-11	Senegal	Thies

SenT133-11	Senegal	Thies

SenT135-09	Senegal	Thies

SenT136-09	Senegal	Thies

SenT136-11	Senegal	Thies

SenT137-09	Senegal	Thies

SenT138-11	Senegal	Thies

SenT139-11	Senegal	Thies

SenT140-11	Senegal	Thies

SenT142-09	Senegal	Thies

SenT142-11	Senegal	Thies

SenT143-09	Senegal	Thies

SenT148-09	Senegal	Thies

SenT149-09	Senegal	Thies

SenT150-09	Senegal	Thies

SenT151-08	Senegal	Thies

SenT151-09	Senegal	Thies

SenT165-09	Senegal	Thies

SenT166-09	Senegal	Thies

SenT170-08	Senegal	Thies

SenT179-08	Senegal	Thies

SenT180-08	Senegal	Thies

SenT181-10	Senegal	Thies

SenT184-09	Senegal	Thies

SenT185-10	Senegal	Thies

SenT187-09	Senegal	Thies

SenT190-09	Senegal	Thies

SenT224-08	Senegal	Thies

SenT227-08	Senegal	Thies

SenT230-08	Senegal	Thies

SenT231-08	Senegal	Thies

SenT232-08	Senegal	Thies

SenT233-08	Senegal	Thies

SenT235-08	Senegal	Thies

SenT236-08	Senegal	Thies

SenV034-04	Senegal	Velingara

SenV035-04	Senegal	Velingara

SenV042-05	Senegal	Velingara

SenV092-05	Senegal	Velingara
